key|EBSS_Kr|EBSS_Jp
10050005|もしやこれは帝国の陰謀で、アタシはさらわれたとか？\nで、でも周りに帝国兵はいないみたいだし……。|もしやこれは帝国の陰謀で、アタシはさらわれたとか？\nで、でも周りに帝国兵はいないみたいだし……。
10050006|…………。|…………。
10050007|ぐううぅぅぅ～～～。|ぐううぅぅぅ～～～。
10050008|ひとまずお腹すいたし何か食べようかな。|ひとまずお腹すいたし何か食べようかな。
10050009|あっ、そこになってる木の実でいっかぁ。\nぱくっ！もぐもぐもぐ……。|あっ、そこになってる木の実でいっかぁ。\nぱくっ！もぐもぐもぐ……。
10050010|お、美味しい！\nなにこれ、お菓子みたいな味がする！|お、美味しい！\nなにこれ、お菓子みたいな味がする！
10050011|こっちはチョコだし、こっちはスナック菓子？|こっちはチョコだし、こっちはスナック菓子？
10050012|ズズズ……。|ズズズ……。
10050013|あっちの花も食べれるのかな。|あっちの花も食べれるのかな。
10050014|ズズズズ……。|ズズズズ……。
10050015|ん？　さっきから何か物音がするような？|ん？　さっきから何か物音がするような？
10050016|ズズズズズ……。|ズズズズズ……。
10050017|うわっ！な、ななななにこのユニット！！\nどっから現れたの！？|うわっ！な、ななななにこのユニット！！\nどっから現れたの！？
10050018|うぅ、やられる……！|うぅ、やられる……！
10050019|やああぁぁぁ！！|やああぁぁぁ！！
10050020|ダダダダダッ！\n……ズズウゥゥン……。|ダダダダダッ！\n……ズズウゥゥン……。
10050021|あれ、生きてる？|あれ、生きてる？
10050022|マジ危なかったでしょこれ。\nメイ、大丈夫？|マジ危なかったでしょこれ。\nメイ、大丈夫？
10050023|ターニャ！　こんなところに一人で心細かったよぉ。\nねぇ、ここどこかわかる？|ターニャ！　こんなところに一人で心細かったよぉ。\nねぇ、ここどこかわかる？
10050024|あたしもわかんないんだよね。\nメイなら知ってると思ったけど、だめかー。|あたしもわかんないんだよね。\nメイなら知ってると思ったけど、だめかー。
10050025|まぁ、1人より2人のほうがいいのは間違いないし、ひとまず周辺を歩いてみようよ。|まぁ、1人より2人のほうがいいのは間違いないし、ひとまず周辺を歩いてみようよ。
10050026|ここにいてもなんもなさそうだしね。\n……ん、さっきのユニットは？|ここにいてもなんもなさそうだしね。\n……ん、さっきのユニットは？
10050027|き、消えた？\nかわりに何かあるみたいだけど……あっ！！|き、消えた？\nかわりに何かあるみたいだけど……あっ！！
10050028|なんかあった？|なんかあった？
10050029|これ、昔よく食べたお菓子だ！\n期間限定だったやつもあるよ～。|これ、昔よく食べたお菓子だ！\n期間限定だったやつもあるよ～。
10050030|お昼休みによく訓練を抜け出して買いに行ったなぁ。\n後でティナに怒られたけど。|お昼休みによく訓練を抜け出して買いに行ったなぁ。\n後でティナに怒られたけど。
10050031|……マジでお菓子じゃん。\nもしかして、ユニットがお菓子に変化したわけ？|……マジでお菓子じゃん。\nもしかして、ユニットがお菓子に変化したわけ？
10050032|って、そんなわけないよね～アタシ何言ってんだろ。|って、そんなわけないよね～アタシ何言ってんだろ。
10050033|いや、ないとも言えないよ。|いや、ないとも言えないよ。
10050034|さっき、そこらの花や木の実を食べたらお菓子の味したもん。\nターニャ、もっと色々探してみよう。|さっき、そこらの花や木の実を食べたらお菓子の味したもん。\nターニャ、もっと色々探してみよう。
10050035|えぇ？　ま、まぁいいけど……一番の目的は基地への帰還だからね？|えぇ？　ま、まぁいいけど……一番の目的は基地への帰還だからね？
10050036|わかってるわかってる。\nそれじゃ、しゅっぱーつ！|わかってるわかってる。\nそれじゃ、しゅっぱーつ！
10050037| To Be Continued| To Be Continued
10050038|う～ん、いけどもいけども森の中。\n基地は一体どこなわけ？|う～ん、いけどもいけども森の中。\n基地は一体どこなわけ？
10050039|むぐ、むぐぐぐ……！！|むぐ、むぐぐぐ……！！
10050040|そこまでお菓子詰め込んでたら喋れないでしょ。|そこまでお菓子詰め込んでたら喋れないでしょ。
10050041|……ゴクンッ！\nぷはぁ、いやいやごめん。あまりにも美味しすぎてさ。|……ゴクンッ！\nぷはぁ、いやいやごめん。あまりにも美味しすぎてさ。
10050042|ずっと景色は変わらないし、相変わらずお菓子だらけだし、一体どうなってるんだろう？\nまさか夢だったりして。|ずっと景色は変わらないし、相変わらずお菓子だらけだし、一体どうなってるんだろう？\nまさか夢だったりして。
10050043|そうなのかな？　ちょっと確かめてみよっか。|そうなのかな？　ちょっと確かめてみよっか。
10050044|ぎゅむむむむ～～！！|ぎゅむむむむ～～！！
10050045|い、いたたたたたたっ！！！\nアタシのじゃなくて自分のほっぺた引っ張ってよ～～。|い、いたたたたたたっ！！！\nアタシのじゃなくて自分のほっぺた引っ張ってよ～～。
10050046|あははっ、ごめんっって。\nメイが夢かもなんていうから、確かめたくなっちゃってね。|あははっ、ごめんっって。\nメイが夢かもなんていうから、確かめたくなっちゃってね。
